Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
221112,Alayta,13940,Confirmed Eruption,Ethiopia,2,,1907,,6,,0,,Historical Observations,,1907,,8,>,4,,12.888,40.573
352050,Cotopaxi,11589,Confirmed Eruption,Ecuador,2,,1907,,6,,0,,Historical Observations,,,,,,,,-0.677,-78.436
357120,Villarrica,12140,Confirmed Eruption,Chile,2,,1907,,5,,5,4,Historical Observations,,1907,,5,?,26,,-39.42,-71.93
358020,Calbuco,12255,Confirmed Eruption,Chile,2,,1907,,4,,22,,Historical Observations,,,,,,,,-41.33,-72.618
357140,Carran-Los Venados,12187,Confirmed Eruption,Chile,3,,1907,,4,,9,,Historical Observations,,1908,,2,>,0,,-40.35,-72.07
382110,Monaco Bank,13043,Confirmed Eruption,Portugal,0,,1907,,4,,1,,Historical Observations,,,,,,,,37.6,-25.88
315020,Wrangell,20414,Uncertain Eruption,United States,,,1907,,4,<,1,,,,,,,,,,62.006,-144.017
223020,Nyamulagira,14049,Confirmed Eruption,DR Congo,1,,1907,,4,,0,,Historical Observations,,1907,,5,,0,,-1.408,29.2
300050,Ksudach,18941,Confirmed Eruption,Russia,5,,1907,,3,?,28,,Historical Observations,,,,,,,,51.844,157.572
241080,Tongariro,13570,Confirmed Eruption,New Zealand,2,,1907,,2,,0,,Historical Observations,,1907,,5,,0,,-39.157,175.632
283110,Asamayama,17769,Confirmed Eruption,Japan,2,,1907,,1,,18,,Historical Observations,,1907,,3,,28,,36.406,138.523
332020,Mauna Loa,10214,Confirmed Eruption,United States,0,,1907,,1,,9,,Historical Observations,,1907,,1,>,24,,19.475,-155.608
263300,Semeru,13576,Confirmed Eruption,Indonesia,2,,1907,,1,,7,,Historical Observations,,1907,,1,,10,,-8.108,112.922
261220,Kaba,15542,Confirmed Eruption,Indonesia,2,,1907,,0,,0,,Historical Observations,,,,,,,,-3.522,102.615
274030,Babuyan Claro,16882,Confirmed Eruption,Philippines,2,,1907,,0,,0,,Historical Observations,,,,,,,,19.524,121.95
251020,Manam,14904,Uncertain Eruption,Papua New Guinea,,,1907,,0,,0,,,,,,,,,,-4.08,145.037
252010,Langila,14983,Confirmed Eruption,Papua New Guinea,2,,1907,,0,,0,,Historical Observations,,,,,,,,-5.525,148.42
222120,"Lengai, Ol Doinyo",14006,Confirmed Eruption,Tanzania,0,,1907,3,0,,0,,Historical Observations,,1910,,8,>,4,,-2.764,35.914
311160,Atka Volcanic Complex,19754,Confirmed Eruption,United States,,,1907,,0,,0,,Historical Observations,,,,,,,,52.331,-174.139
311020,Kiska,19661,Uncertain Eruption,United States,2,,1907,,0,,0,,,,,,,,,,52.103,177.602
311310,Makushin,19982,Confirmed Eruption,United States,,,1907,,0,,0,,Historical Observations,,,,,,,,53.891,-166.923
311320,Akutan,20011,Confirmed Eruption,United States,,,1907,,0,,0,,Historical Observations,,,,,,,,54.134,-165.986
354020,Ubinas,11630,Confirmed Eruption,Peru,2,,1907,,0,,0,,Historical Observations,,,,,,,,-16.355,-70.903
357070,"Chillan, Nevados de",11980,Confirmed Eruption,Chile,1,,1907,,0,,0,,Historical Observations,,,,,,,,-36.868,-71.378
357110,Llaima,12043,Confirmed Eruption,Chile,2,,1907,,0,,0,,Historical Observations,,1908,,3,,0,,-38.692,-71.729
382030,Sao Jorge,12996,Confirmed Eruption,Portugal,0,,1907,,0,,0,,Historical Observations,,,,,,,,38.65,-28.08
332010,Kilauea,10075,Confirmed Eruption,United States,0,,1906,,12,,2,,Historical Observations,,1924,,2,,0,,19.421,-155.287
243060,Tofua,14749,Confirmed Eruption,Tonga,2,,1906,,12,,0,,Historical Observations,,,,,,,,-19.75,-175.07
354020,Ubinas,11629,Confirmed Eruption,Peru,2,,1906,,10,,0,,Historical Observations,,,,,,,,-16.355,-70.903
263310,Tengger Caldera,16043,Confirmed Eruption,Indonesia,2,,1906,,9,,25,,Historical Observations,,1907,,5,,18,,-7.942,112.95
263210,Sundoro,15803,Confirmed Eruption,Indonesia,2,,1906,,9,,22,,Historical Observations,,1906,,12,,20,,-7.302,109.996
352050,Cotopaxi,11588,Confirmed Eruption,Ecuador,2,,1906,,8,,21,,Historical Observations,,1906,,9,,19,,-0.677,-78.436
357070,"Chillan, Nevados de",11979,Confirmed Eruption,Chile,2,,1906,,8,,6,,Historical Observations,,1906,,12,,0,,-36.868,-71.378
266030,Soputan,13585,Confirmed Eruption,Indonesia,2,,1906,,6,,17,,Historical Observations,,1906,,9,,0,,1.112,124.737
282110,Asosan,17292,Confirmed Eruption,Japan,3,,1906,,6,,7,,Historical Observations,,,,,,,,32.884,131.104
311110,Kanaga,19718,Confirmed Eruption,United States,,,1906,,5,,0,,Historical Observations,,,,,,,,51.923,-177.168
221080,Erta Ale,13931,Confirmed Eruption,Ethiopia,0,,1906,,5,,0,,Historical Observations,,,,,,,,13.6,40.67
264030,Rinjani,16215,Confirmed Eruption,Indonesia,1,,1906,,4,,29,,Historical Observations,,,,,,,,-8.42,116.47
357120,Villarrica,12139,Confirmed Eruption,Chile,2,,1906,,4,,22,,Historical Observations,,1906,,12,,0,,-39.42,-71.93
284070,Myojinsho,18312,Confirmed Eruption,Japan,1,,1906,,4,,7,,Historical Observations,,1906,,4,,14,,31.888,139.918
283110,Asamayama,17768,Confirmed Eruption,Japan,2,,1906,,4,,6,,Historical Observations,,1906,,4,,6,,36.406,138.523
241100,Ruapehu,14616,Confirmed Eruption,New Zealand,2,,1906,,3,,15,,Historical Observations,,,,,,,,-39.28,175.57
311300,Bogoslof,19856,Confirmed Eruption,United States,3,,1906,,3,,1,30,Historical Observations,,1907,,9,,1,,53.93,-168.03
241080,Tongariro,13569,Confirmed Eruption,New Zealand,2,,1906,,3,,0,,Historical Observations,,,,,,,,-39.157,175.632
243100,Fonualei,14780,Confirmed Eruption,Tonga,,,1906,,3,,0,,Historical Observations,,,,,,,,-18.023,-174.317
241050,Okataina,14511,Confirmed Eruption,New Zealand,1,,1906,,2,,21,,Historical Observations,,1906,,2,,21,,-38.12,176.5
263250,Merapi,15893,Confirmed Eruption,Indonesia,2,,1906,,1,,26,5,Historical Observations,,1907,,2,,17,,-7.54,110.446
344100,Masaya,11022,Confirmed Eruption,Nicaragua,2,,1906,,1,,2,,Historical Observations,,1906,,1,>,9,,11.985,-86.165
243060,Tofua,14748,Confirmed Eruption,Tonga,2,,1906,,1,,0,,Historical Observations,,1906,,2,,0,,-19.75,-175.07
222030,"Barrier, The",13969,Uncertain Eruption,Kenya,,,1906,,0,,0,,,,,,,,,,2.32,36.57
223020,Nyamulagira,14048,Uncertain Eruption,DR Congo,1,,1906,,0,,0,,,,,,,,,,-1.408,29.2
223030,Nyiragongo,14095,Confirmed Eruption,DR Congo,1,,1906,,0,,0,,Historical Observations,,,,,,,,-1.52,29.25
282050,Kuchinoerabujima,16967,Uncertain Eruption,Japan,,,1906,,0,,0,,,,1907,,0,,0,,30.443,130.217
312030,Pavlof,20125,Confirmed Eruption,United States,3,,1906,,0,,0,,Historical Observations,,1911,,12,?,7,,55.417,-161.894
283190,Zaozan [Zaosan],17986,Discredited Eruption,Japan,,,1906,,0,,0,,,,,,,,,,38.144,140.44
290320,Nemo Peak,17633,Confirmed Eruption,Russia,2,,1906,,0,,0,,Historical Observations,,,,,,,,49.57,154.808
284150,Asuncion,18500,Confirmed Eruption,United States,2,,1906,,0,,0,,Historical Observations,,,,,,,,19.671,145.406
351060,Purace,11329,Confirmed Eruption,Colombia,2,,1906,,0,,0,,Historical Observations,,,,,,,,2.32,-76.4
358020,Calbuco,12254,Confirmed Eruption,Chile,2,,1906,,0,,0,,Historical Observations,,,,,,,,-41.33,-72.618
358030,Huequi,12268,Confirmed Eruption,Chile,2,,1906,,0,,0,,Historical Observations,,1907,,0,,0,,-42.377,-72.578
357060,"Azul, Cerro",11952,Confirmed Eruption,Chile,2,,1906,,0,,0,,Historical Observations,,,,,,,,-35.653,-70.761
272020,Kanlaon,16729,Confirmed Eruption,Philippines,2,,1905,,11,,6,,Historical Observations,,1906,,1,>,16,,10.412,123.132
261140,Marapi,15440,Confirmed Eruption,Indonesia,2,,1905,,11,,1,,Historical Observations,,,,,,,,-0.38,100.474
264090,Inielika,16257,Confirmed Eruption,Indonesia,2,,1905,,11,,0,,Historical Observations,,1905,,11,,0,,-8.73,120.98
283120,Kusatsu-Shiranesan,17829,Confirmed Eruption,Japan,2,,1905,,10,,0,,Historical Observations,,1905,,10,,0,,36.618,138.528
285020,Hokkaido-Komagatake,18569,Confirmed Eruption,Japan,2,,1905,,8,,19,,Historical Observations,,1905,,9,?,1,,42.063,140.677
263300,Semeru,13575,Confirmed Eruption,Indonesia,2,,1905,,8,,4,,Historical Observations,,,,,,,,-8.108,112.922
244040,Savai'i,14816,Confirmed Eruption,Samoa,2,,1905,,8,,4,,Historical Observations,,1911,,11,,0,,-13.612,-172.525
223020,Nyamulagira,14047,Confirmed Eruption,DR Congo,2,,1905,,7,,22,,Historical Observations,,1905,,9,>,25,,-1.408,29.2
241050,Okataina,14510,Confirmed Eruption,New Zealand,1,,1905,,6,,17,,Historical Observations,,1905,,6,,17,,-38.12,176.5
267020,Karangetang,16504,Confirmed Eruption,Indonesia,2,,1905,,5,,21,,Historical Observations,,1905,,5,,22,,2.781,125.407
332010,Kilauea,10074,Confirmed Eruption,United States,0,,1905,,2,,22,,Historical Observations,,1906,,4,,0,,19.421,-155.287
241050,Okataina,14509,Confirmed Eruption,New Zealand,1,,1905,,2,,18,,Historical Observations,,1905,,2,,23,,-38.12,176.5
233020,"Fournaise, Piton de la",14312,Confirmed Eruption,France,2,,1905,,2,,15,,Historical Observations,,1905,,2,,16,,-21.244,55.708
344090,Momotombo,11002,Confirmed Eruption,Nicaragua,2,,1905,,1,,16,,Historical Observations,,1905,,1,,21,,12.423,-86.539
263250,Merapi,15892,Confirmed Eruption,Indonesia,2,,1905,,1,,0,,Historical Observations,,1905,,6,,1,,-7.54,110.446
341021,Socorro,10373,Uncertain Eruption,Mexico,2,,1905,,1,,0,,,,,,,,,,18.78,-110.95
300270,Sheveluch,19575,Confirmed Eruption,Russia,,,1905,,0,,0,,Historical Observations,,,,,,,,56.653,161.36
283110,Asamayama,17767,Uncertain Eruption,Japan,,,1905,,0,,0,,,,,,,,,,36.406,138.523
283190,Zaozan [Zaosan],17985,Confirmed Eruption,Japan,1,,1905,,0,,0,,Historical Observations,,,,,,,,38.144,140.44
264010,Batur,16187,Confirmed Eruption,Indonesia,2,,1905,,0,,0,,Historical Observations,,,,,,,,-8.242,115.375
261230,Dempo,15560,Confirmed Eruption,Indonesia,0,,1905,,0,,0,,Historical Observations,,,,,,,,-4.016,103.121
223030,Nyiragongo,14094,Confirmed Eruption,DR Congo,1,,1905,,0,,0,,Historical Observations,,,,,,,,-1.52,29.25
241080,Tongariro,13568,Confirmed Eruption,New Zealand,2,,1905,,0,,0,,Historical Observations,,,,,,,,-39.157,175.632
352050,Cotopaxi,11587,Confirmed Eruption,Ecuador,2,,1905,,0,,0,,Historical Observations,,,,,,,,-0.677,-78.436
357150,Puyehue-Cordon Caulle,12209,Confirmed Eruption,Chile,2,?,1905,,0,,0,,Historical Observations,,,,,,,,-40.59,-72.117
390031,Penguin Island,13165,Confirmed Eruption,Antarctica,,?,1905,,0,,0,,Lichenometry,,,,,,,,-62.1,-57.93
241080,Tongariro,13567,Confirmed Eruption,New Zealand,2,,1904,,11,,22,,Historical Observations,,,,,,,,-39.157,175.632
284130,Fukutoku-Oka-no-Ba,18446,Confirmed Eruption,Japan,3,,1904,,11,,14,,Historical Observations,,1905,,5,?,16,,24.285,141.481
221080,Erta Ale,13930,Uncertain Eruption,Ethiopia,2,,1904,,11,,1,60,,,,,,,,,13.6,40.67
251020,Manam,14903,Confirmed Eruption,Papua New Guinea,3,,1904,,10,,26,,Historical Observations,,1904,,10,,27,,-4.08,145.037
266110,Mahawu,16467,Confirmed Eruption,Indonesia,2,,1904,,10,<,4,,Historical Observations,,,,,,,,1.352,124.865
267030,Banua Wuhu,16549,Confirmed Eruption,Indonesia,2,,1904,,8,,27,,Historical Observations,,,,,,,,3.138,125.491
233020,"Fournaise, Piton de la",14311,Confirmed Eruption,France,2,,1904,,8,,19,,Historical Observations,,1904,,10,,17,,-21.244,55.708
252130,Lolobau,15081,Confirmed Eruption,Papua New Guinea,4,,1904,,8,,9,,Historical Observations,,1905,,10,>,18,,-4.92,151.158
283110,Asamayama,17766,Confirmed Eruption,Japan,2,,1904,,8,,4,,Historical Observations,,1904,,8,,4,,36.406,138.523
263180,Slamet,15740,Confirmed Eruption,Indonesia,2,,1904,,7,,14,,Historical Observations,,1904,,8,,9,,-7.242,109.208
265050,Teon,16378,Confirmed Eruption,Indonesia,2,,1904,,6,,3,,Historical Observations,,,,,,,,-6.976,129.144
344100,Masaya,11021,Confirmed Eruption,Nicaragua,2,,1904,,5,,0,,Historical Observations,,1904,,6,,0,,11.985,-86.165
251020,Manam,14902,Confirmed Eruption,Papua New Guinea,,,1904,,4,,30,30,Historical Observations,,,,,,,,-4.08,145.037
267010,Ruang,16485,Confirmed Eruption,Indonesia,3,,1904,,4,,22,,Historical Observations,,1905,,5,,27,,2.3,125.37
261140,Marapi,15439,Confirmed Eruption,Indonesia,1,,1904,,4,,18,,Historical Observations,,1904,,4,,18,,-0.38,100.474
267030,Banua Wuhu,16548,Confirmed Eruption,Indonesia,2,,1904,,4,,17,,Historical Observations,,1904,,4,,18,,3.138,125.491
300060,Mutnovsky,18963,Confirmed Eruption,Russia,2,,1904,,4,,2,,Historical Observations,,1904,,6,>,26,,52.449,158.196
273070,Taal,16851,Confirmed Eruption,Philippines,1,,1904,,4,,0,,Historical Observations,,1904,,7,,15,5,14.002,120.993
223020,Nyamulagira,14046,Confirmed Eruption,DR Congo,2,,1904,,4,,0,,Historical Observations,,1904,,5,?,16,,-1.408,29.2
233010,Karthala,14194,Confirmed Eruption,Comoros,2,,1904,,2,,25,,Historical Observations,,1904,,4,,0,,-11.75,43.38
300260,Klyuchevskoy,19431,Confirmed Eruption,Russia,2,,1904,,1,,31,30,Historical Observations,,1904,,6,>,14,,56.056,160.642
343020,Santa Ana,10690,Confirmed Eruption,El Salvador,2,,1904,,1,,12,,Historical Observations,,1904,,1,?,26,,13.853,-89.63
263300,Semeru,13574,Confirmed Eruption,Indonesia,2,,1904,,1,,2,,Historical Observations,,1904,,1,,16,,-8.108,112.922
264010,Batur,16186,Confirmed Eruption,Indonesia,2,,1904,,0,,0,,Historical Observations,,,,,,,,-8.242,115.375
264220,Iliboleng,16311,Confirmed Eruption,Indonesia,2,,1904,,0,,0,,Historical Observations,,,,,,,,-8.342,123.258
272020,Kanlaon,16728,Confirmed Eruption,Philippines,2,,1904,,0,,0,,Historical Observations,,,,,,,,10.412,123.132
222120,"Lengai, Ol Doinyo",14005,Confirmed Eruption,Tanzania,0,,1904,,0,,0,,Historical Observations,,,,,,,,-2.764,35.914
300240,Tolbachik,19299,Confirmed Eruption,Russia,2,,1904,,0,,0,,Historical Observations,,,,,,,,55.832,160.326
311110,Kanaga,19717,Confirmed Eruption,United States,0,,1904,,0,,0,,Historical Observations,,,,,,,,51.923,-177.168
311120,Great Sitkin,19732,Uncertain Eruption,United States,,,1904,,0,,0,,,,,,,,,,52.076,-176.13
341040,Colima,10457,Confirmed Eruption,Mexico,1,,1904,,0,,0,,Historical Observations,,1906,,0,,0,,19.514,-103.62
320090,Iskut-Unuk River Cones,20439,Uncertain Eruption,Canada,,,1904,,0,,0,,,,,,,,,,56.58,-130.55
357120,Villarrica,12138,Confirmed Eruption,Chile,2,,1904,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
353090,Santiago,11733,Confirmed Eruption,Ecuador,0,,1904,,0,,0,,Historical Observations,,1906,,12,,15,45,-0.22,-90.77
261251,Ranau,15577,Uncertain Eruption,Indonesia,,,1903,,12,,9,,,,1903,,12,,9,,-4.871,103.925
265060,Nila,16379,Confirmed Eruption,Indonesia,2,,1903,,12,,8,,Historical Observations,,,,,,,,-6.73,129.5
263340,Raung,16121,Confirmed Eruption,Indonesia,2,,1903,,11,,28,,Historical Observations,,1904,,1,,0,,-8.119,114.056
332010,Kilauea,10073,Confirmed Eruption,United States,0,,1903,,11,,25,,Historical Observations,,1904,,1,,10,,19.421,-155.287
343030,Izalco,10809,Confirmed Eruption,El Salvador,2,,1903,,11,,0,,Historical Observations,,1905,,3,,0,,13.813,-89.633
263210,Sundoro,15802,Confirmed Eruption,Indonesia,2,,1903,,10,,17,,Historical Observations,,1903,,10,?,21,,-7.302,109.996
352050,Cotopaxi,11586,Confirmed Eruption,Ecuador,3,,1903,,9,,26,,Historical Observations,,1904,,12,,0,,-0.677,-78.436
321050,St. Helens,20555,Uncertain Eruption,United States,,,1903,,9,,15,,,,,,,,,,46.2,-122.18
332020,Mauna Loa,10213,Confirmed Eruption,United States,0,,1903,,9,,1,,Historical Observations,,1903,,12,?,7,,19.475,-155.608
282090,Kirishimayama,17153,Confirmed Eruption,Japan,2,,1903,,8,,29,,Historical Observations,,1903,,11,,25,,31.934,130.862
283110,Asamayama,17765,Uncertain Eruption,Japan,2,,1903,,5,,28,,,,1903,,6,,30,,36.406,138.523
357110,Llaima,12042,Confirmed Eruption,Chile,2,,1903,,5,,12,,Historical Observations,,1903,,5,,14,,-38.692,-71.729
273070,Taal,16850,Confirmed Eruption,Philippines,2,,1903,,4,,0,,Historical Observations,,,,,,,,14.002,120.993
263300,Semeru,13573,Confirmed Eruption,Indonesia,2,,1903,,3,,26,,Historical Observations,,1903,,6,,0,,-8.108,112.922
282020,Io-Torishima,16917,Confirmed Eruption,Japan,2,,1903,,3,,15,5,Historical Observations,,1903,,8,,26,5,27.881,128.223
341040,Colima,10456,Confirmed Eruption,Mexico,3,,1903,,2,,15,,Historical Observations,,1903,,10,,30,,19.514,-103.62
390020,Erebus,13154,Confirmed Eruption,Antarctica,0,,1903,,1,,1,730,Historical Observations,,,,,,,,-77.53,167.17
357060,"Azul, Cerro",11951,Uncertain Eruption,Chile,2,,1903,,1,,0,,,,,,,,,,-35.653,-70.761
360060,Soufriere Guadeloupe,12366,Uncertain Eruption,France,2,,1903,,0,,0,,,,,,,,,,16.044,-61.664
342030,Santa Maria,10625,Confirmed Eruption,Guatemala,2,,1903,,0,,0,,Historical Observations,,1913,,0,,0,,14.757,-91.552
283120,Kusatsu-Shiranesan,17828,Uncertain Eruption,Japan,,,1903,,0,,0,,,,,,,,,,36.618,138.528
221080,Erta Ale,13929,Uncertain Eruption,Ethiopia,2,,1903,,0,,0,,,,,,,,,,13.6,40.67
224004,Santa Isabel,14114,Confirmed Eruption,Equatorial Guinea,,,1903,,0,,0,,Historical Observations,,,,,,,,3.588,8.762
233020,"Fournaise, Piton de la",14310,Confirmed Eruption,France,0,?,1903,,0,,0,,Historical Observations,,,,,,,,-21.244,55.708
258020,Hunter Island,15367,Confirmed Eruption,France,0,,1903,,0,,0,,Historical Observations,,,,,,,,-22.4,172.05
241100,Ruapehu,14615,Confirmed Eruption,New Zealand,2,,1903,,0,,0,,Historical Observations,,,,,,,,-39.28,175.57
263250,Merapi,15891,Confirmed Eruption,Indonesia,2,,1902,,12,,0,,Historical Observations,,1904,,6,,20,5,-7.54,110.446
373012,Thordarhyrna,12823,Confirmed Eruption,Iceland,4,,1902,,12,,0,,Historical Observations,,1904,,1,,12,,64.267,-17.617
373030,Bardarbunga,12885,Confirmed Eruption,Iceland,2,,1902,,12,,0,,,,1903,,6,,0,,64.633,-17.516
244040,Savai'i,14815,Confirmed Eruption,Samoa,1,,1902,,10,,30,,Historical Observations,,1902,,11,,17,4,-13.612,-172.525
342030,Santa Maria,10624,Confirmed Eruption,Guatemala,6,,1902,,10,,24,,Historical Observations,,1902,,11,,12,,14.757,-91.552
233020,"Fournaise, Piton de la",14309,Confirmed Eruption,France,2,,1902,,8,,13,,Historical Observations,,1902,,8,,18,,-21.244,55.708
284090,Izu-Torishima,18368,Confirmed Eruption,Japan,3,,1902,,8,,7,,Historical Observations,,1902,,8,,24,,30.484,140.303
283110,Asamayama,17764,Confirmed Eruption,Japan,2,,1902,,8,,5,,Historical Observations,,1902,,8,?,20,,36.406,138.523
271080,Camiguin,16720,Discredited Eruption,Philippines,,,1902,,7,,27,,,,,,,,,,9.203,124.673
283120,Kusatsu-Shiranesan,17827,Confirmed Eruption,Japan,1,,1902,,7,,15,,Historical Observations,,1902,,9,,24,,36.618,138.528
315020,Wrangell,20413,Confirmed Eruption,United States,2,,1902,,7,,15,45,Historical Observations,,,,,,,,62.006,-144.017
344100,Masaya,11020,Confirmed Eruption,Nicaragua,2,,1902,,7,,15,,Historical Observations,,1903,,11,,0,,11.985,-86.165
345020,Rincon de la Vieja,11092,Uncertain Eruption,Costa Rica,2,,1902,,6,,22,,,,,,,,,,10.83,-85.324
332010,Kilauea,10072,Confirmed Eruption,United States,0,,1902,,6,,3,,Historical Observations,,1903,,3,,5,5,19.421,-155.287
354040,Tutupaca,11801,Uncertain Eruption,Peru,2,,1902,,6,,,,Historical Observations,,1902,,11,,,,-17.026,-70.372
343030,Izalco,10808,Confirmed Eruption,El Salvador,2,,1902,,5,,10,,Historical Observations,,1902,,12,,30,,13.813,-89.633
382030,Sao Jorge,12995,Confirmed Eruption,Portugal,0,,1902,,5,,7,,Historical Observations,,1902,,5,,8,,38.65,-28.08
360150,Soufriere St. Vincent,12453,Confirmed Eruption,Saint Vincent and the Grenadines,4,,1902,,5,,6,,Historical Observations,,1903,,3,,30,,13.33,-61.18
263210,Sundoro,15801,Confirmed Eruption,Indonesia,1,,1902,,5,,1,,Historical Observations,,1902,,5,,25,,-7.302,109.996
360120,Pelee,12430,Confirmed Eruption,France,4,,1902,,4,,23,,Historical Observations,,1905,,10,,5,,14.809,-61.165
223020,Nyamulagira,14045,Confirmed Eruption,DR Congo,0,,1902,,4,?,22,,Historical Observations,,,,,,,,-1.408,29.2
344090,Momotombo,11001,Confirmed Eruption,Nicaragua,2,,1902,,3,,31,30,Historical Observations,,,,,,,,12.423,-86.539
265090,Banda Api,16419,Uncertain Eruption,Indonesia,,,1902,,3,,20,,,,,,,,,,-4.523,129.881
263340,Raung,16120,Confirmed Eruption,Indonesia,2,,1902,,2,,16,,Historical Observations,,1902,,2,>,27,,-8.119,114.056
332010,Kilauea,10071,Confirmed Eruption,United States,0,,1902,,2,<,14,,Historical Observations,,1902,,2,,0,,19.421,-155.287
283110,Asamayama,17763,Confirmed Eruption,Japan,2,,1902,,2,,7,,Historical Observations,,1902,,2,,7,,36.406,138.523
263250,Merapi,15890,Confirmed Eruption,Indonesia,1,,1902,,2,,3,,Historical Observations,,1902,,2,,3,,-7.54,110.446
272020,Kanlaon,16727,Confirmed Eruption,Philippines,2,,1902,,1,,31,,Historical Observations,,,,,,,,10.412,123.132
313030,Redoubt,20384,Confirmed Eruption,United States,3,,1902,,1,,18,,Historical Observations,,,,,,,,60.485,-152.742
232050,Taftan,14164,Uncertain Eruption,Iran,,,1902,,1,,0,,,,,,,,,,28.6,61.13
223030,Nyiragongo,14093,Confirmed Eruption,DR Congo,1,,1902,,0,,0,,Historical Observations,,,,,,,,-1.52,29.25
273030,Mayon,16796,Confirmed Eruption,Philippines,1,,1902,,0,,0,,Historical Observations,,,,,,,,13.257,123.685
263050,Salak,15644,Confirmed Eruption,Indonesia,2,,1902,,0,,0,,Historical Observations,,1903,,0,,0,,-6.716,106.733
313010,Augustine,20267,Discredited Eruption,United States,,,1902,,0,,0,,,,,,,,,,59.363,-153.43
311180,Seguam,19778,Confirmed Eruption,United States,3,,1902,,0,,0,,Historical Observations,,,,,,,,52.315,-172.51
283230,Akita-Komagatake,18051,Confirmed Eruption,Japan,1,,1902,,0,,0,,Historical Observations,,,,,,,,39.761,140.799
344120,Concepcion,11050,Confirmed Eruption,Nicaragua,2,,1902,,0,,0,,Historical Observations,,,,,,,,11.538,-85.622
351060,Purace,11328,Confirmed Eruption,Colombia,2,?,1902,,0,,0,,Historical Observations,,,,,,,,2.32,-76.4
